15, 1.000000e-008, 1900
15, 1.000000e-008, 200
15, 1.000000e-008, 300
15, 1.000000e-008, 300
15, 1.000000e-008, 400
15, 1.000000e-008, 500
15, 1.000000e-008, 600
15, 1.000000e-008, 700
15, 1.000000e-008, 800
15, 1.000000e-008, 900
15, 1.000000e-008, 1000
15, 1.000000e-008, 1100
15, 1.000000e-008, 1200
15, 1.000000e-008, 1300
15, 1.000000e-008, 1400
15, 1.000000e-008, 1500
15, 1.000000e-008, 1600
15, 1.000000e-008, 1700
15, 1.000000e-008, 1800
15, 1.000000e-008, 1900
15, 1.000000e-008, 2000
15, 1.000000e-008, 2100
15, 1.000000e-008, 2200
15, 1.000000e-008, 2300
15, 1.000000e-008, 2400
15, 1.000000e-008, 2500
15, 1.000000e-008, 2600
15, 1.000000e-008, 2700
15, 1.000000e-008, 2800
15, 1.000000e-008, 2900
15, 1.000000e-008, 500
15, 1.000000e-008, 500
15, 1.000000e-008, 500
15, 1.000000e-008, 500
15, 1.000000e-008, 500
